text,label
 Hmmm...personal? root word.. lol umm probss... bubbly  nice  honest(sumtyms),False
 How would you describe yourself in 3 words?,False
 Myself Bubbly Funny?,False
 i love your hair.,False
 iLoveYou! Thanks alot! Bhut its alot 2 keep up wit! Wanna trade haha!,False
 i love youu chica!<33,False
 NO no no! I Love youuu moreee<333 ;D haha!!,False
 i love youuuuuuu (:,False
 iFUCKINLoveyou!!!<33 xox ha!,False
 i speak english frensh and a little arabic cuz i've been to egypt a lotta times :D,False
 OMG! really?! cool thats so awesome! yeah i wanna learn more languages bhut french is already enuff 2 deal wit! ha,False
 I think ur not pretty. Sorry.,False
 Oh thats wht i think too! dnt be sorry hahaha! Silly goose,False
 i'm bored can you tell me something funny? lool,False
 Hahah!! ohhkayy?!?! lol Wht do you call a deer with no eyes? I have no ideer! haha Classic  umm i suck at this haha,False
 IF U LIVE FOREVER WAT DO U LIVE FOR?????,False
 IDKKK!!!GOD?! Not understndin this ? srry its like 3am hah,False
 If you could ask Barack Obama one question what would it be?,False
" Oh snap!! I would actually hug him first off ahah and say ""Nigga where my weed go?"" Hahaha jkjkjk i love him!! He is doin a great job!",False
 If you could ask George W. Bush one question what would it be?,False
 Are you a lonely boy?,False
 If you could be a star athlete in any sport  which sport would you pick?,False
 Basketball<3,False
 If you could be invited to one person's birthday party  whose would it be?,False
 JUSTIN BIEBER's Bday parrtayy! haha,False
 If you could be on one TV show which one would it be?,False
 Keeping up with the Kardashians! or Kendra! My FAV shows atm!:D,False
 If you could become any fictional character  who would you be?,False
 Errmm...Harry potter? lol,False
 If you could change your name  what would you change it to?,False
 Thats a hard 1 . . . *thinkin* Maybe Bustin Jieber? I think! haha,False
 If you could date any celebrity  who would it be?,False
 Justin Bieber or Channing Tatum! haha yumm!,False
 If you could eat dinner with any person  dead or alive  who would it be and where would you go?,False
 Michael Jacko and Subway! Doh!,False
 If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?,False
 Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.,False
 If you could go back in time 10 years and tell your younger self something  what would it be?,False
 Life is never going to be easy.,False
 If you could go on a road trip with any person  dead or alive  who would it be and where would you go?,False
 Justin Bieber.Duh. && Russia! ;],False
 If you could go on vacation for the next month with an unlimited budget  where would you go?,False
 I would so travel thee world  Visit my overseas besties then shop everywhere!<3,False
 If you could have an endless supply of any food  what would you get?,False
 Strawberry-Banana Smoothies from Jack in the Box ;D Yah dig?,False
 If you could have been the author of any book  what would it have been?,False
 ALL thee twilight books chuz she got some good mula baby!,False
 If you could make one person fall in love with you who would it be?,False
 My Orthodontist docotr hahahaha!!! Jkjk or am i lmao!,False
 If you could master one skill what would it be?,False
 To never sin bhut will NEVER happen! See im already sinning  Never say never!,False
 If you could only listen to one song for the next month  which would it be?,False
 Up-Justin Bieber,False
 If you could only read one magazine for the rest of your life  which would it be?,False
 MMMag i love it!,False
 If you could rid the world of one thing  what would it be?,False
 HOE-ISHNESS! lol um prob. stupid bitches and SIN! i just sinned!Opppzz,False
 If you could wake up as anyone tomorrow  who would it be?,False
 MySelf!(:,False
 If you had to cook dinner for someone tonight  what would you make?,False
 Umm... we would go to jack-in-the-box! haha,False
 If you had to give up one favorite food  what would the most difficult?,False
 Chocolate;,False
 If you had to perform at the circus  what trick would you do?,False
 Read between these three fingas! haha,True
 If you had your own talk show  who would your first three guests be?,False
 Justin Bieber Demi lovato and Barack Obama babay!!:D,False
 If you won a $1 000 shopping spree for any store  which store would you pick?,False
 Apple store!(; Need a MAC pro!,False
 If you won a million dollars what would you do with it?,False
 Great question! Tithe Help people Shop!,False
 If your house was on fire and you could only grab three things  what would they be?,False
 Laptop Dogs Family Shoes bed clothes coffee maker oven washer&dryer refridgerator table&chairs pics camera bath tub! HAHAhAHAHAHHAHA!!!!,False
 iLove your nose ring!,False
 Awhh i love ur earrings!,False
 -ilovee youuu bestfranhdd(: haa guesss whooo....,False
 ilovee maryyy rosseeee hickkksss!!!! LOL!,True
 ily!,False
 ily2 boo!,False
 Im good!! Juz got bak from the srip in vegas!!! It was awesome!!! I luved it!! Hav u evah been to vegas?:),False
 Awhh! Yuh so lucky ghurr!!!I bet yuh had a BLAST! & nahh ive never been bhut i would soo want to go!;D,False
 Is @TruAce single!?,False
 YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS!!!!4 theee lasttt timeee!!! Ask him http://www.formspring.me/TRUACE,False
 justin bieber is my driving teacher oohh yess!..bahah we gonna be doing sumthing else instead of him teaching me how to drive(; lmao,False
 HAHAHAHA TEACHIN HIM how to ur his stickshift Mwhahahahahaha! i llalala love you best frann!,False
 lol oo no!..guurrrl u must be crazy!!..b/c i love u muchoo!.,False
 Uhhh!!! lmao!! U got me lmao! jkjk we can go on 4 like eva! Lezzzdoooittt I Love you more than yo own momma! AHHA!!,False
 Love you baby ;),False
 Love you More babe<3,False
 love youu sexy thang(;,False
 Mwahaha!! Thank yuh meh sexy bitch!! who is this!? haha,False
 Mammaasss!! :D how are you? haha go to skype ;D,False
 YOOOOOOOOOOOOOO!!!!!!!! Its Late; haha i have church tmrw bhut soon kay? srry:[,False
 Miley & Bieber!!!,False
 Miley's a HOOCHIE! BIEBER ALL THEE WAY GHURL!!or boy!<33,False
 NOPE IM NOT BIANCA EITHER:) heres a clue...i come from new zealand;) LOL,False
 Chrisssy!!??? hahahahah Chantelle  Alesha Kailee? Tori?? LMFAO iddkkkkk,False
 NOPEEE!! my name starts with b :O,False
 OMFG!!! nooo wayyyy!!! Ughhh BROOOKKKEEEEE OMFG!!! im soo srry lmao lots of pplz r frmh ZEW ZEALAND! lmao I fukkinnn luvv yuhhhh hahaha!,False
 OH VISIT ME IF YOU TRAVEL THE WORLD KTHXBYE. xx,False
 Hahah Helllz yess! I will mamas!!<3 love u!,False
 Omg Justin Bieber!!!! :) haha.,False
 OMG!! ahhhh!! Where he go? Damn it he just fell off my window sil! haha jk!,False
 Rate yurself?,False
 I Love Justin Bieber! He's a 1000000000+ on a 1-10 scale HA!,False
 shut up ur prettty!..ll,False
 Shut up your prettier! <33,False
 Sneakers or sandals?,False
 Sandals 4suree ;D i wear them in thee winter 2! No lie! haha,False
 Sooooooo srry this is late!!!:) im juzz doin mothur freakin boring!!:) zzzzzz zzzz snore snore!!:) LMBO,False
 Hhahahahaah ohh noo problem mamas! ahah me2 im soo exhaustedd *yawn* *ywan* LMAO!,False
 the girl on your background bottom right hand corner looks like anna maria perez de tagle.,False
 :) Aww!! Yeahh she is my best friend * raphaela * Haha. She is german so i guess thts why! lmao <3,False
 tht woul b so cool if u were here so i can me u!!!!!!,False
 Ikrr that wud be awesome!!! I wish ;D,False
 wat state do u live in?,False
 Texas!!&Yuh hun?! xox,False
 Well dats so tight ur friends wit @truace . How does it feel 2 kno him. Since ur his friend u wud kno does he hav a gf?,False
 Ohhkayy! First offf i was playin  i mean he is a really nice person dnt kno him like all that! Bhut u should ask him!,False
 well u say any language.. so.. coba tebak ini bahasa apa.. kamu ngerti ngga aku ngomong apa? ;),False
 Huh!? That doesnt make sense  Guns something! lmao Come again!? lol,False
 What are you most excited about right now?,False
 Ummm SUMMER bein almost here! Who isnt? haha,False
 What did you dream about last night?,False
 Shh....Dnt tell any1 k? haha! NOTHING! MWAH!,False
 what do u guys prefer? Jonas brothers or justin bieber,False
 Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!,False
 What do you think about formspring.me so far?,False
 Its da shit! Fun stuff,False
 What do you think is your most attractive feature?,False
 My eyes! They are light brown and beautidul in the sun!(; Thanks God! oh and my hands! and ass lol jkjK!,False
 What do you think was the greatest invention in your lifetime?,False
 Thee comp? or cellfonne! hehe,False
 What kind of glasses do you have?,False
 Guess! haha no its the brand name.,False
 What kind of music can you just not stand to listen to?,False
 I cannot listen to that Heavy metal! I like me some rock(oldies) bhut not that scary shit ;D,False
 What music are you listening to today?,False
 Everything really! AHhaha Lovin my HipHop atm! Ester Dean is thee shyyttt!,False
 What one thing are you exceptionally good at?,False
 Urgh . . this is difficult to answer haha! Umm prob. fixing computers! ha yes i said it im like a WIZ at fixin comps that MYSELF and MOM destroy! AHAHA!,False
 What TV show do you wish would go off the air for good?,False
 The Hills! Chuz Lauren was thee whole point it was clld thee Hills and there is 2much drama! Bhut I still wtch it chuz i love 2 laugh at thee dumb shit! Spencer is a prick btw!;0,False
 What was the best concert you went to?,False
 Jonas Brothers Concert 8/13/09 ;D I still love em bhut Justin bieber is thee shit!,False
 What was the happiest moment in your life?,False
 I have many! 2many actually bhut i guess when i found my lifetime friends ;D,False
 What was the last book you read?,False
 The Miracle Worker,False
 What was the worst advice you've ever received?,False
" This person actually told me this ""fried"" i had was not a true friend and she wants me 2 still be this person's friend! Thats a NONO!",False
 What was the worst concert you went to?,False
 Never been 2 1 tht was bad.,False
 What was the worst job you've ever had?,False
 I can't complain chuz i dnt have or had one! hahaha soon though! real soon! ;,False
 What was the worst place you've traveled to?,False
 Georgia Columbus. 2 b exact. I Dislike it. BORING!! Hotlanta is where its AT! ;*,False
 What was your favorite birthday gift?,False
 Life(: haha!! umm idk thats hard!,False
 What was your favorite toy to play with as a child?,False
 Now how the fuck am i suppose to remember that? Weirdo! maybe it was ur moms dick? lOL!,False
 What was your favorite year?,False
 1995 haha when i was bornwas my year! Doh!I didnt have 2 do ANYTHING on my own haha,False
 What was your worst travel experience?,False
 HA! goin to georgia just to see my dad's mother! Ugh i cnt stand her bhut God bless her soul! LONG LIFE STORY! haha,False
 What website do you spend the most time on?,False
 Oh good 1  Twitter (ofcousre) i love me some twitter peeps! They tha shit lol,False
 What would be the best workplace perk?,False
 Idk.. wait WHaaaa? lol,False
 What would your perfect day look like?,False
 Me&God eatin Chicken wings on His throne <3 ahaha,False
 What's one food you'll never eat again?,False
 Brussel srouts! YuCkIE! bhut i love cabbage and they're mini cabbages! LMAO!,False
 What's one thing you own that you should probably throw away  but never will?,False
 My old school shit   i wud SOOO throw it away bhut my mom! Urgh,False
 What's the best gift you've ever given?,False
 The important 1 is Love  bhut ive given people themselves! Like i let my friends have themselves instead of me! It helps to see who they are as a person! Very important! Viseversa.,False
 What's the best place near you to get a drink?,False
 Hahaha! Wait wht kind of drink! LOL well JackInTheBox is like not evn a mile away frmh my house! So there! i guess thts wht ur askin lmao! XP,False
 What's the best place near you to get some ice cream?,False
 Hmmm....U makin me hungry first of all! && Dairy Queen! YUMM!!,False
 What's the best place near you to get some ice cream?,False
 Umm...Diary Queen? or JackINTHEBOX! 4 my smoothies of course not ice cream! Mwah,False
 What's the furthest you've ever traveled?,False
 Virginia,False
 What's the longest you've ever gone without a bath or shower?,False
 Haha! Maybe 2days? lol idk,False
 What's the most delicious meal you've ever had?,False
 Wow. this is a hard 1 i dnt think ive had 1 or i have many! I love my smoothies tho! YUMMIE!,False
 What's the origin of your name?,False
 Idk... its a month that 4 sure lol,False
 What's the weirdest thing you've ever eaten?,False
 A piece of grass?,False
 What's the weirdest thing you've ever eaten?,False
 I Havent Gotten 2 that part!! haha,False
 what's your best achievement?,False
" Wow awesome question....I think my best achievement would be ""Finding who i am"" thats thee most important!!<33",False
 What's your biggest phobia?,False
 ummmm...messy rooms;,False
 What's your dream car?,False
 Something cute and ME!! haha you kno? well a beamer is my dream car basically! or a porshe!,False
 What's your earliest memory?,False
 Haha! Staring at my doctor thru sunglasses while he was in my mouth! HAHAHA!!!,False
 what's your fave song?,False
 My fav song girly!!! is umm.. Up & Running by @jessicajarrell atm! But i have lots :) hbu!?,False
 What's your favorite drink?,False
 Mmm... ROOT BEER! haha my fav drink eva! POW,False
 What's your favorite food?,False
 Actually its cabbage!;D,False
 What's your favorite genre of music?,False
 POP!,False
 What's your favorite movie quote?,False
" Crap this is hard  haha umm ""People Need Inspiration""- The Last Song <33",False
 What's your favorite season of the year?,False
 Summer(:,False
 What's your favorite type of flower?,False
 Pink Roses!(:,False
 what's your favourite colour?,False
 Pink & Neon green(:,False
 what's your favourite movie?,False
 ;) Umm.. A walk to remember! or The Last song! Ugh theirs ALOT! haha hbu!,False
 What's yur fav color?,False
 PINK&NEON GREEN!Yeahh buddie,False
 whats ur fav tv showww? :D <3,False
 Umm. . . good question i have many bhut i guess 16 and pregnant would be 1 of my fav ones atm. ;D,False
 when ever you go to google translate  DONT USE IT!!! trust me....,False
 Hahaha wht are u tlkn bout girl!,False
 When was the last time you gave flowers?,False
 Never;;,False
 When you were a kid  what did you want to be when you grew up?,False
 Actually i was that kid who wanted to be by herself so i guess when i grow up im going to be ME lol! Hard question 2 answer.,False
 Where are ya From??=),False
 U.S.A!!!;] Known as Mars!!<3,False
 Where would you like to spend your retirement?,False
 Haha...when i turn 60 ish ask me this! lol,False
 where would you most like to live?,False
 Los Angeles! <33,False
 where's your ideal holiday destination?,False
 Umm... Dallas Texas! haha Idk im so plain so idk! Mwhaha,False
 Who and when was your first kiss?,False
 Umm.. Long time ago bhut i was like 5 or 6 haha Cory!,False
 who are your top three celebrity crushes?,False
 Yumm... Justin Bieber P-diddys son JDoir YUMMM....haha not really a celeb bhut yeah! && Channing Fckn TATUM!!haha Oh damn!!,False
 Who are your Twitter besties?,False
 Ohh mann this is a GREAT ? Chrissy Michelle Savannah AJ Bianca and lotss more + you!<33,False
 who decided to take a shit on your face?,True
 im not quite sure! ill tell ya when i find out! I promise(:,False
 Who do you think should be the next president of the United States?,False
 Umm... Barack Obama 4 another 4 years! iLovehim!,False
 Who was the best teacher you've ever had?,False
 Mmmh... My second grade teach Mrs. Caldwell <3,False
 Who's the funniest person you know?,False
 Prob. me or my seester (robbie) hahaha makes me wanna shit myself EVERYTIME she speaks lol,False
 Who's the most famous person you've met?,False
 Urgh no1 yet! Keep hopin though!,False
 Who's the most overrated athlete?,False
 Michael Jackson! haha wait wrong one  Michael Jordon i meant ahah,False
 who's the prettiest person you know?,False
 idkk... mwauuuhhh!(:,False
 Who's the sexiest woman alive?,False
 I do not judge gyrls im not bi or a lezzboo!! K thanks',False
 Who's the smartest person you know?,False
 @JustinBSource 4 sure LMAO!,False
 Why do u follow the bandwagon? Formspring. Twitter. What's next gay Justin beiber.,False
 Well im not following anything and really BANDWAGON?!?! soo oldd!! Its more like trend these days! Justin Bieber* Idiot! Cnt spell!,True
 Why do u like lil kids like Justin Beiber?,False
 Umm... he has a bigga heart than you will EVER have so before you start to hate on a 16yr old that you obviously are addicted to  get your facts straight kay?,False
 Why do u like that beiber kid so much. He's lame and can't sing.,True
 Umm.. u kno wht WTF ever! STOP HATIN!,True
 -woaahhhhhh! Likee dude i'm in youhr backround!!! :D AWESOMEEEE! <3 ilybbyy(:,False
 - Marryyyyy!!!!??/ LOL! itss yuhh boo!!! Hahaha Noo durr suckkaaa!!! Nahhh i loveee yuhhhh mooOee!!!,False
 would u ever go bungee jumping like justin did?,False
 Hahaha i think i would! I always do thee same shizz all thee tyme so yes i would hbu ?! ;D,False
 Would you rather be a famous musician or a famous actor?,False
 Not a guy! haha maybe a cheerleader haha jkjk!,False
 Would you rather be a vampire or a werewolf?,False
 Werewolf -AkA-  Jacob's Pride lol! His good part! lol,False
 Would you rather be a zombie or a mummy?,False
 Zombie 4sho!,False
 Would you rather be rich or famous?,False
 Famous(: Bhut im ME 4 rite now!,False
 Would you rather date a lot of different people  or be in a committed relationship?,False
 Both? LOL! jk,False
 Would you rather get up early or sleep late?,False
 SLEEP LATE!!Duh!,False
 Would you rather own a luxury yacht or a private jet?,False
 JET!!(: Hate boats! Worst experience ever was on a boat! Never again!,False
 Would you rather swim in a pool or the ocean?,False
 Pool,False
 Would you rather work at a large company or a small one?,False
 None! haha,False
 yea it's different from warm cali  but's cool :D weeeell gtg now :| gonna meet some friends i a few minutes lol.bye :] xx,False
 Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33,False
 yeh you r right... how should the 1 be?? i have no bf too!:),False
 Yehh hahaha...idk.its weird..Boys r Boys So Im Me!!!alone hahah,False
 Yooooo mate   RinnaLovesJB here. heyhey  ask me anything ! (:,False
 Hahaha(: ight,False
 you need or should delete that 911 tweet. Not funny at all! you know how many people died that day including my father and brother,False
 Umm...im truly sorry! bhut i didnt mean it in ANYWAY like u obviously got offended by!and i said it wasnt funny! So before you get all angry nd shit ill delete that tweet! Kthanks btw RIP ur daddy and brother,False
 your attitude is so fun :),False
 Thank yuh soo muchh!!!;D Im likin yurs 2 Mwah!,False
 :D nada,False
 ummm... what? u didnt know jose was my first kiss?,False
 :O lol no freaking way! btw  i didnt ask that :D,False
 no freaking way what???,False
 ahhh true.. true... plus it plays music XD,False
 Exactly!!!!!(:,False
 If you had to give up one favorite food  what would the most difficult?,False
 Ahh.. Probably Cookies! D:,False
 Pshhh liar ^^,False
 haha im not a liar(:,False
 What did you eat for breakfast today?,False
 Cereal!,False
 What do you think is your most attractive feature?,False
 Ewwiee! Nothing haha(:,False
 what is one thing you can't live without?? :] its me right?,False
 Hahaha of c,False
 What is your biggest accomplishment?,False
 Ummm probably playing softball for 10 years(:,False
 What was your favorite birthday gift?,False
 a neckalce given to me by my love(: <3333,False
 What's the best place near you to get a drink?,False
 Starbuckks!!!!(:,False
 What's your favourite part to watch in Rent?,False
 hmmmm. think the part where te guy at support sings tht part makes me tear up=/ La ve boheme is a good one two,False
 Where'd you find out about formspring.me?,False
 Umm Bunch of people just joined  and i got bored  so i wanted too!,False
 who was ur first kiss,False
 umm.. haha i dont know why you want to kn,False
 Why u so perfect!? ;),False
 hahaha!!! im the farthest from,False
 Are you wearing the p,False
 I'm not wearing,False
 Do you have a boyfriend?,False
 yess (:,False
 can you come to my party tonightt ??,False
 who iss thiiis ???,False
 damn. i hate shiiiit talkers on formspringgg. i thought it was just a random question site thing,False
 ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face,False
 i heart<3 youu.,False
 ahahah ii loveeee yuuuu moreee(:,False
 i lovee joiee<3,False
 ii lovee yuuu moree:P,False
 i wub you Joie(:,False
 (: ahaha hii ceara..,False
 is jon the person u like?,False
 noo itss nottt,False
 Joie is beautifulllll. :),False
 aww thankss yuu aree to,False
 Joiieeeee:) I LaLaLovee Youu  <3,False
 ahaha,False
" lmao.. ""yurr reall funny skinny ass bitchh"".. hm.. that isn't really much of an insult now is it? what if i was fat? lol u suck at talkn shit :] later white trash skank :] ur super ugly nd that guy u like really isnt gonna come back around for u. laterrrr",False
 ahhaha yuurr funnyy reall funny ndd i dntt want hatt guy too comee bckk too mee anyyy moree.ndd yeahh i suck at tlking shit.?i jstt dntt tlk shitt over thiss i wouldd tlk itt to yuurr face iff i knew whoo thiss wass.BITCH.! gett a life ndd stopp worrying aboutt mines.....!,False
 lol how cute u have friends that back u up :] doesnt matter. ur still a fake bitch :] go find a real bf. not someone out of ur league. lol ugly ass,False
 wow yeahh im a fake bitch yuur thee onee thatss scaredd to sayy all thiiss shitt in myy face.bitchh..!scard too gett fuckedd uuppp...!?!?! yurr reall funny skinny ass bitchh,False
 piratee's or ninja's? Ahah,False
 pirateesss .,False
 really. travis?,False
 watt yuu meann...?,False
 shit talkin bitch,True
 wow reallyy whyy aree yuu tlking all thiis shitt over thiiss formsprings ndd nott inn myy facee whooss thee pussy,False
 still a bitch :],True
 oh wow okay butt yuurr thee onee thattss tlking shittt....cuzz idntt evnn knoo whooo thiisss iss...!,False
 Suck it,True
 ahaha all readyy h,False
 uhm i think i love me some freaking joie thasss right  <3 :D,False
 ahahah ndd ii lovee mee alott off myy lil floricell(: <33,False
 What do you think is your most attractive feature?,False
 uhmmm ?,False
 What's your favorite drink?,False
 lemenadeee(:,False
 Who do you like?,False
 ummm.....ahhh hottt seniorrr(:,False
 Who is ur lover???,False
 welll forr righhtt noww no onee iss_):,False
 Who's the most talented person you know?,False
 uhm (:,False
 why do u try so damn hard to fit in just be  your fucking self if you know how,True
 ahahah funny,False
 whyy aree youu suchh aa faggottt(:,False
 ahahaha i noo,False
 you a sexxyy mommma =),False
 Ahaha thanks,False
 your such a slut!!!!!!!!!! vvv,True
 umm okkkayy thankss_(:,False
 your ugly.,True
 oohhh well thanksss yuuur soo,False
 <3 I love you  you're so beautiful.  I wanna be your boyfriend too.,False
 sure you do liar,False
" ""I have one for your information"" WTF. That's MY LIFE  NOT YOURS. You best think twice before you try to steal my stuff  bitch.",False
 BITCH WHO THE FUCK SAID I WAS STEALIING YOUR STUFF? DUMB FUCK,False
