text,label
Q: IF U LIVE FOREVER WAT DO U LIVE FOR?????A: IDKKK!!!GOD?! Not understndin this ? srry its like 3am hah,False
"Q: If you could ask Barack Obama one question what would it be?A: Oh snap!! I would actually hug him first off ahah and say ""Nigga where my weed go?"" Hahaha jkjkjk i love him!! He is doin a great job!",False
Q: If you could ask George W. Bush one question what would it be?A: Are you a lonely boy?,False
Q: If you could be a star athlete in any sport  which sport would you pick?A: Basketball<3,False
Q: If you could be invited to one person's birthday party  whose would it be?A: JUSTIN BIEBER's Bday parrtayy! haha,False
Q: If you could be on one TV show which one would it be?A: Keeping up with the Kardashians! or Kendra! My FAV shows atm!:D,False
Q: If you could become any fictional character  who would you be?A: Errmm...Harry potter? lol,False
Q: If you could change your name  what would you change it to?A: Thats a hard 1 . . . *thinkin* Maybe Bustin Jieber? I think! haha,False
Q: If you could date any celebrity  who would it be?A: Justin Bieber or Channing Tatum! haha yumm!,False
Q: If you could eat dinner with any person  dead or alive  who would it be and where would you go?A: Michael Jacko and Subway! Doh!,False
Q: If you could eliminate one thing you do each day in the bathroom so you never had to do it again  what would it be?A: Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.,False
Q: If you could go back in time 10 years and tell your younger self something  what would it be?A: Life is never going to be easy.,False
Q: If you could go on a road trip with any person  dead or alive  who would it be and where would you go?A: Justin Bieber.Duh. && Russia! ;],False
Q: If you could go on vacation for the next month with an unlimited budget  where would you go?A: I would so travel thee world  Visit my overseas besties then shop everywhere!<3,False
Q: If you could have an endless supply of any food  what would you get?A: Strawberry-Banana Smoothies from Jack in the Box ;D Yah dig?,False
Q: If you could have been the author of any book  what would it have been?A: ALL thee twilight books chuz she got some good mula baby!,False
Q: If you could make one person fall in love with you who would it be?A: My Orthodontist docotr hahahaha!!! Jkjk or am i lmao!,False
Q: If you could master one skill what would it be?A: To never sin bhut will NEVER happen! See im already sinning  Never say never!,False
Q: If you could only listen to one song for the next month  which would it be?A: Up-Justin Bieber,False
Q: If you could only read one magazine for the rest of your life  which would it be?A: MMMag i love it!,False
Q: If you could rid the world of one thing  what would it be?A: HOE-ISHNESS! lol um prob. stupid bitches and SIN! i just sinned!Opppzz,False
Q: If you could wake up as anyone tomorrow  who would it be?A: MySelf!(:,False
Q: If you had to cook dinner for someone tonight  what would you make?A: Umm... we would go to jack-in-the-box! haha,False
Q: If you had to give up one favorite food  what would the most difficult?A: Chocolate;,False
Q: If you had to perform at the circus  what trick would you do?A: Read between these three fingas! haha,False
Q: If you had your own talk show  who would your first three guests be?A: Justin Bieber Demi lovato and Barack Obama babay!!:D,False
Q: If you won a $1 000 shopping spree for any store  which store would you pick?A: Apple store!(; Need a MAC pro!,False
Q: If you won a million dollars what would you do with it?A: Great question! Tithe Help people Shop!,False
Q: If your house was on fire and you could only grab three things  what would they be?A: Laptop Dogs Family Shoes bed clothes coffee maker oven washer&dryer refridgerator table&chairs pics camera bath tub! HAHAhAHAHAHHAHA!!!!,False
Q: iLove your nose ring!A: Awhh i love ur earrings!,False
Q: -ilovee youuu bestfranhdd(: haa guesss whooo....A: ilovee maryyy rosseeee hickkksss!!!! LOL!,False
Q: ily!A: ily2 boo!,False
Q: Im good!! Juz got bak from the srip in vegas!!! It was awesome!!! I luved it!! Hav u evah been to vegas?:)A: Awhh! Yuh so lucky ghurr!!!I bet yuh had a BLAST! & nahh ive never been bhut i would soo want to go!;D,False
Q: Is @TruAce single!?A: YESSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS!!!!4 theee lasttt timeee!!! Ask him http://www.formspring.me/TRUACE,False
Q: justin bieber is my driving teacher oohh yess!..bahah we gonna be doing sumthing else instead of him teaching me how to drive(; lmaoA: HAHAHAHA TEACHIN HIM how to ur his stickshift Mwhahahahahaha! i llalala love you best frann!,False
Q: lol oo no!..guurrrl u must be crazy!!..b/c i love u muchoo!.A: Uhhh!!! lmao!! U got me lmao! jkjk we can go on 4 like eva! Lezzzdoooittt I Love you more than yo own momma! AHHA!!,False
Q: Love you baby ;)A: Love you More babe<3,False
Q: love youu sexy thang(;A: Mwahaha!! Thank yuh meh sexy bitch!! who is this!? haha,False
Q: Mammaasss!! :D how are you? haha go to skype ;DA: YOOOOOOOOOOOOOO!!!!!!!! Its Late; haha i have church tmrw bhut soon kay? srry:[,False
Q: Miley & Bieber!!!A: Miley's a HOOCHIE! BIEBER ALL THEE WAY GHURL!!or boy!<33,False
Q: NOPE IM NOT BIANCA EITHER:) heres a clue...i come from new zealand;) LOLA: Chrisssy!!??? hahahahah Chantelle  Alesha Kailee? Tori?? LMFAO iddkkkkk,False
Q: NOPEEE!! my name starts with b :OA: OMFG!!! nooo wayyyy!!! Ughhh BROOOKKKEEEEE OMFG!!! im soo srry lmao lots of pplz r frmh ZEW ZEALAND! lmao I fukkinnn luvv yuhhhh hahaha!,False
Q: OH VISIT ME IF YOU TRAVEL THE WORLD KTHXBYE. xxA: Hahah Helllz yess! I will mamas!!<3 love u!,False
Q: Omg Justin Bieber!!!! :) haha.A: OMG!! ahhhh!! Where he go? Damn it he just fell off my window sil! haha jk!,False
Q: Rate yurself?A: I Love Justin Bieber! He's a 1000000000+ on a 1-10 scale HA!,False
Q: shut up ur prettty!..llA: Shut up your prettier! <33,False
Q: Sneakers or sandals?A: Sandals 4suree ;D i wear them in thee winter 2! No lie! haha,False
Q: Sooooooo srry this is late!!!:) im juzz doin mothur freakin boring!!:) zzzzzz zzzz snore snore!!:) LMBOA: Hhahahahaah ohh noo problem mamas! ahah me2 im soo exhaustedd *yawn* *ywan* LMAO!,False
Q: the girl on your background bottom right hand corner looks like anna maria perez de tagle.A: :) Aww!! Yeahh she is my best friend * raphaela * Haha. She is german so i guess thts why! lmao <3,False
Q: tht woul b so cool if u were here so i can me u!!!!!!A: Ikrr that wud be awesome!!! I wish ;D,False
Q: wat state do u live in?A: Texas!!&Yuh hun?! xox,False
Q: Well dats so tight ur friends wit @truace . How does it feel 2 kno him. Since ur his friend u wud kno does he hav a gf?A: Ohhkayy! First offf i was playin  i mean he is a really nice person dnt kno him like all that! Bhut u should ask him!,False
Q: well u say any language.. so.. coba tebak ini bahasa apa.. kamu ngerti ngga aku ngomong apa? ;)A: Huh!? That doesnt make sense  Guns something! lmao Come again!? lol,False
Q: What are you most excited about right now?A: Ummm SUMMER bein almost here! Who isnt? haha,False
Q: What did you dream about last night?A: Shh....Dnt tell any1 k? haha! NOTHING! MWAH!,False
Q: what do u guys prefer? Jonas brothers or justin bieberA: Ahhh! I love em both but I would go for Justin Bieber!!! Well because i'm older. But I perfer them BOTH!,False
Q: What do you think about formspring.me so far?A: Its da shit! Fun stuff,False
Q: What do you think is your most attractive feature?A: My eyes! They are light brown and beautidul in the sun!(; Thanks God! oh and my hands! and ass lol jkjK!,False
Q: What do you think was the greatest invention in your lifetime?A: Thee comp? or cellfonne! hehe,False
Q: What kind of glasses do you have?A: Guess! haha no its the brand name.,False
Q: What kind of music can you just not stand to listen to?A: I cannot listen to that Heavy metal! I like me some rock(oldies) bhut not that scary shit ;D,False
Q: What music are you listening to today?A: Everything really! AHhaha Lovin my HipHop atm! Ester Dean is thee shyyttt!,False
Q: What one thing are you exceptionally good at?A: Urgh . . this is difficult to answer haha! Umm prob. fixing computers! ha yes i said it im like a WIZ at fixin comps that MYSELF and MOM destroy! AHAHA!,False
Q: What TV show do you wish would go off the air for good?A: The Hills! Chuz Lauren was thee whole point it was clld thee Hills and there is 2much drama! Bhut I still wtch it chuz i love 2 laugh at thee dumb shit! Spencer is a prick btw!;0,False
Q: What was the best concert you went to?A: Jonas Brothers Concert 8/13/09 ;D I still love em bhut Justin bieber is thee shit!,False
Q: What was the happiest moment in your life?A: I have many! 2many actually bhut i guess when i found my lifetime friends ;D,False
Q: What was the last book you read?A: The Miracle Worker,False
"Q: What was the worst advice you've ever received?A: This person actually told me this ""fried"" i had was not a true friend and she wants me 2 still be this person's friend! Thats a NONO!",False
Q: What was the worst concert you went to?A: Never been 2 1 tht was bad.,False
Q: What was the worst job you've ever had?A: I can't complain chuz i dnt have or had one! hahaha soon though! real soon! ;,False
Q: What was the worst place you've traveled to?A: Georgia Columbus. 2 b exact. I Dislike it. BORING!! Hotlanta is where its AT! ;*,False
Q: What was your favorite birthday gift?A: Life(: haha!! umm idk thats hard!,False
Q: What was your favorite toy to play with as a child?A: Now how the fuck am i suppose to remember that? Weirdo! maybe it was ur moms dick? lOL!,True
Q: What was your favorite year?A: 1995 haha when i was bornwas my year! Doh!I didnt have 2 do ANYTHING on my own haha,False
Q: What was your worst travel experience?A: HA! goin to georgia just to see my dad's mother! Ugh i cnt stand her bhut God bless her soul! LONG LIFE STORY! haha,False
Q: What website do you spend the most time on?A: Oh good 1  Twitter (ofcousre) i love me some twitter peeps! They tha shit lol,False
Q: What would be the best workplace perk?A: Idk.. wait WHaaaa? lol,False
Q: What would your perfect day look like?A: Me&God eatin Chicken wings on His throne <3 ahaha,False
Q: What's one food you'll never eat again?A: Brussel srouts! YuCkIE! bhut i love cabbage and they're mini cabbages! LMAO!,False
Q: What's one thing you own that you should probably throw away  but never will?A: My old school shit   i wud SOOO throw it away bhut my mom! Urgh,False
Q: What's the best gift you've ever given?A: The important 1 is Love  bhut ive given people themselves! Like i let my friends have themselves instead of me! It helps to see who they are as a person! Very important! Viseversa.,False
Q: What's the best place near you to get a drink?A: Hahaha! Wait wht kind of drink! LOL well JackInTheBox is like not evn a mile away frmh my house! So there! i guess thts wht ur askin lmao! XP,False
Q: What's the best place near you to get some ice cream?A: Hmmm....U makin me hungry first of all! && Dairy Queen! YUMM!!,False
Q: What's the best place near you to get some ice cream?A: Umm...Diary Queen? or JackINTHEBOX! 4 my smoothies of course not ice cream! Mwah,False
Q: What's the furthest you've ever traveled?A: Virginia,False
Q: What's the longest you've ever gone without a bath or shower?A: Haha! Maybe 2days? lol idk,False
Q: What's the most delicious meal you've ever had?A: Wow. this is a hard 1 i dnt think ive had 1 or i have many! I love my smoothies tho! YUMMIE!,False
Q: What's the origin of your name?A: Idk... its a month that 4 sure lol,False
Q: What's the weirdest thing you've ever eaten?A: A piece of grass?,False
Q: What's the weirdest thing you've ever eaten?A: I Havent Gotten 2 that part!! haha,False
"Q: what's your best achievement?A: Wow awesome question....I think my best achievement would be ""Finding who i am"" thats thee most important!!<33",False
Q: What's your biggest phobia?A: ummmm...messy rooms;,False
Q: What's your dream car?A: Something cute and ME!! haha you kno? well a beamer is my dream car basically! or a porshe!,False
Q: What's your earliest memory?A: Haha! Staring at my doctor thru sunglasses while he was in my mouth! HAHAHA!!!,False
Q: what's your fave song?A: My fav song girly!!! is umm.. Up & Running by @jessicajarrell atm! But i have lots :) hbu!?,False
Q: What's your favorite drink?A: Mmm... ROOT BEER! haha my fav drink eva! POW,False
Q: What's your favorite food?A: Actually its cabbage!;D,False
Q: What's your favorite genre of music?A: POP!,False
"Q: What's your favorite movie quote?A: Crap this is hard  haha umm ""People Need Inspiration""- The Last Song <33",False
Q: What's your favorite season of the year?A: Summer(:,False
Q: What's your favorite type of flower?A: Pink Roses!(:,False
Q: what's your favourite colour?A: Pink & Neon green(:,False
Q: what's your favourite movie?A: ;) Umm.. A walk to remember! or The Last song! Ugh theirs ALOT! haha hbu!,False
Q: What's yur fav color?A: PINK&NEON GREEN!Yeahh buddie,False
Q: whats ur fav tv showww? :D <3A: Umm. . . good question i have many bhut i guess 16 and pregnant would be 1 of my fav ones atm. ;D,False
Q: when ever you go to google translate  DONT USE IT!!! trust me....A: Hahaha wht are u tlkn bout girl!,False
Q: When was the last time you gave flowers?A: Never;;,False
Q: When you were a kid  what did you want to be when you grew up?A: Actually i was that kid who wanted to be by herself so i guess when i grow up im going to be ME lol! Hard question 2 answer.,False
Q: Where are ya From??=)A: U.S.A!!!;] Known as Mars!!<3,False
Q: Where would you like to spend your retirement?A: Haha...when i turn 60 ish ask me this! lol,False
Q: where would you most like to live?A: Los Angeles! <33,False
Q: where's your ideal holiday destination?A: Umm... Dallas Texas! haha Idk im so plain so idk! Mwhaha,False
Q: Who and when was your first kiss?A: Umm.. Long time ago bhut i was like 5 or 6 haha Cory!,False
Q: who are your top three celebrity crushes?A: Yumm... Justin Bieber P-diddys son JDoir YUMMM....haha not really a celeb bhut yeah! && Channing Fckn TATUM!!haha Oh damn!!,False
Q: Who are your Twitter besties?A: Ohh mann this is a GREAT ? Chrissy Michelle Savannah AJ Bianca and lotss more + you!<33,False
Q: who decided to take a shit on your face?A: im not quite sure! ill tell ya when i find out! I promise(:,False
Q: Who do you think should be the next president of the United States?A: Umm... Barack Obama 4 another 4 years! iLovehim!,False
Q: Who was the best teacher you've ever had?A: Mmmh... My second grade teach Mrs. Caldwell <3,False
Q: Who's the funniest person you know?A: Prob. me or my seester (robbie) hahaha makes me wanna shit myself EVERYTIME she speaks lol,False
Q: Who's the most famous person you've met?A: Urgh no1 yet! Keep hopin though!,False
Q: Who's the most overrated athlete?A: Michael Jackson! haha wait wrong one  Michael Jordon i meant ahah,False
Q: who's the prettiest person you know?A: idkk... mwauuuhhh!(:,False
Q: Who's the sexiest woman alive?A: I do not judge gyrls im not bi or a lezzboo!! K thanks',False
Q: Who's the smartest person you know?A: @JustinBSource 4 sure LMAO!,False
Q: Why do u follow the bandwagon? Formspring. Twitter. What's next gay Justin beiber.A: Well im not following anything and really BANDWAGON?!?! soo oldd!! Its more like trend these days! Justin Bieber* Idiot! Cnt spell!,False
Q: Why do u like lil kids like Justin Beiber?A: Umm... he has a bigga heart than you will EVER have so before you start to hate on a 16yr old that you obviously are addicted to  get your facts straight kay?,False
Q: Why do u like that beiber kid so much. He's lame and can't sing.A: Umm.. u kno wht WTF ever! STOP HATIN!,False
Q: -woaahhhhhh! Likee dude i'm in youhr backround!!! :D AWESOMEEEE! <3 ilybbyy(:A: - Marryyyyy!!!!??/ LOL! itss yuhh boo!!! Hahaha Noo durr suckkaaa!!! Nahhh i loveee yuhhhh mooOee!!!,False
Q: would u ever go bungee jumping like justin did?A: Hahaha i think i would! I always do thee same shizz all thee tyme so yes i would hbu ?! ;D,False
Q: Would you rather be a famous musician or a famous actor?A: Not a guy! haha maybe a cheerleader haha jkjk!,False
Q: Would you rather be a vampire or a werewolf?A: Werewolf -AkA-  Jacob's Pride lol! His good part! lol,False
Q: Would you rather be a zombie or a mummy?A: Zombie 4sho!,False
Q: Would you rather be rich or famous?A: Famous(: Bhut im ME 4 rite now!,False
Q: Would you rather date a lot of different people  or be in a committed relationship?A: Both? LOL! jk,False
Q: Would you rather get up early or sleep late?A: SLEEP LATE!!Duh!,False
Q: Would you rather own a luxury yacht or a private jet?A: JET!!(: Hate boats! Worst experience ever was on a boat! Never again!,False
Q: Would you rather swim in a pool or the ocean?A: Pool,False
Q: Would you rather work at a large company or a small one?A: None! haha,False
Q: yea it's different from warm cali  but's cool :D weeeell gtg now :| gonna meet some friends i a few minutes lol.bye :] xxA: Ohh man i bet its tha shit!! Ohhkayy!(: be safe have fun!! <33,False
Q: yeh you r right... how should the 1 be?? i have no bf too!:)A: Yehh hahaha...idk.its weird..Boys r Boys So Im Me!!!alone hahah,False
Q: Yooooo mate   RinnaLovesJB here. heyhey  ask me anything ! (:A: Hahaha(: ight,False
Q: you need or should delete that 911 tweet. Not funny at all! you know how many people died that day including my father and brotherA: Umm...im truly sorry! bhut i didnt mean it in ANYWAY like u obviously got offended by!and i said it wasnt funny! So before you get all angry nd shit ill delete that tweet! Kthanks btw RIP ur daddy and brother,False
Q: your attitude is so fun :)A: Thank yuh soo muchh!!!;D Im likin yurs 2 Mwah!,False
Q: :D nadaA: ummm... what? u didnt know jose was my first kiss?,False
Q: :O lol no freaking way! btw  i didnt ask that :DA: no freaking way what???,False
Q: ahhh true.. true... plus it plays music XDA: Exactly!!!!!(:,False
Q: If you had to give up one favorite food  what would the most difficult?A: Ahh.. Probably Cookies! D:,False
Q: Pshhh liar ^^A: haha im not a liar(:,False
Q: What did you eat for breakfast today?A: Cereal!,False
Q: What do you think is your most attractive feature?A: Ewwiee! Nothing haha(:,False
Q: what is one thing you can't live without?? :] its me right?A: Hahaha of c,False
Q: What is your biggest accomplishment?A: Ummm probably playing softball for 10 years(:,False
Q: What was your favorite birthday gift?A: a neckalce given to me by my love(: <3333,False
Q: What's the best place near you to get a drink?A: Starbuckks!!!!(:,False
Q: What's your favourite part to watch in Rent?A: hmmmm. think the part where te guy at support sings tht part makes me tear up=/ La ve boheme is a good one two,False
Q: Where'd you find out about formspring.me?A: Umm Bunch of people just joined  and i got bored  so i wanted too!,False
Q: who was ur first kissA: umm.. haha i dont know why you want to kn,False
Q: Why u so perfect!? ;)A: hahaha!!! im the farthest from,False
Q: Are you wearing the pA: I'm not wearing,False
Q: Do you have a boyfriend?A: yess (:,False
Q: can you come to my party tonightt ??A: who iss thiiis ???,False
Q: damn. i hate shiiiit talkers on formspringgg. i thought it was just a random question site thingA: ahaha thankss kidd ndd yeah i knoo reallyy huh...theeree soo stupidd there to scaredd to sayy anythingg too myy face,False
Q: i heart<3 youu.A: ahahah ii loveeee yuuuu moreee(:,False
Q: i lovee joiee<3A: ii lovee yuuu moree:P,False
Q: i wub you Joie(:A: (: ahaha hii ceara..,False
Q: is jon the person u like?A: noo itss nottt,False
Q: Joie is beautifulllll. :)A: aww thankss yuu aree to,False
Q: Joiieeeee:) I LaLaLovee Youu  <3A: ahaha,False
"Q: lmao.. ""yurr reall funny skinny ass bitchh"".. hm.. that isn't really much of an insult now is it? what if i was fat? lol u suck at talkn shit :] later white trash skank :] ur super ugly nd that guy u like really isnt gonna come back around for u. laterrrrA: ahhaha yuurr funnyy reall funny ndd i dntt want hatt guy too comee bckk too mee anyyy moree.ndd yeahh i suck at tlking shit.?i jstt dntt tlk shitt over thiss i wouldd tlk itt to yuurr face iff i knew whoo thiss wass.BITCH.! gett a life ndd stopp worrying aboutt mines.....!",True
Q: lol how cute u have friends that back u up :] doesnt matter. ur still a fake bitch :] go find a real bf. not someone out of ur league. lol ugly assA: wow yeahh im a fake bitch yuur thee onee thatss scaredd to sayy all thiiss shitt in myy face.bitchh..!scard too gett fuckedd uuppp...!?!?! yurr reall funny skinny ass bitchh,True
Q: piratee's or ninja's? AhahA: pirateesss .,False
Q: really. travis?A: watt yuu meann...?,False
Q: shit talkin bitchA: wow reallyy whyy aree yuu tlking all thiis shitt over thiiss formsprings ndd nott inn myy facee whooss thee pussy,False
Q: still a bitch :]A: oh wow okay butt yuurr thee onee thattss tlking shittt....cuzz idntt evnn knoo whooo thiisss iss...!,True
Q: Suck itA: ahaha all readyy h,False
Q: uhm i think i love me some freaking joie thasss right  <3 :DA: ahahah ndd ii lovee mee alott off myy lil floricell(: <33,False
Q: What do you think is your most attractive feature?A: uhmmm ?,False
Q: What's your favorite drink?A: lemenadeee(:,False
Q: Who do you like?A: ummm.....ahhh hottt seniorrr(:,False
Q: Who is ur lover???A: welll forr righhtt noww no onee iss_):,False
Q: Who's the most talented person you know?A: uhm (:,False
Q: why do u try so damn hard to fit in just be  your fucking self if you know howA: ahahah funny,False
Q: whyy aree youu suchh aa faggottt(:A: ahahaha i noo,True
Q: you a sexxyy mommma =)A: Ahaha thanks,False
Q: your such a slut!!!!!!!!!! vvvA: umm okkkayy thankss_(:,False
Q: your ugly.A: oohhh well thanksss yuuur soo,True
Q: <3 I love you  you're so beautiful.  I wanna be your boyfriend too.A: sure you do liar,False
